ERSA GmbH
V004 / V04.066.000.000

25;;L1 T2 pin 1 punto 1;194.77;230.25;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;;L1 T1 pin 1 punto 2;194.70;230.25;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;;L5 T4 pin 1 punto 1;285.60;230.64;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;;L5 T4 pin 1 punto 2;285.61;230.64;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;;L2 T4 pin 1 punto 1;286.6;214.92;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;;L2 T4 pin 1 punto 2;287;214.92;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;;L2 T3 pin 1 punto 1;187.35;215.25;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;;L1 T4 pin 1 punto 2;243.67;230.52;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;0;L1 T1 pin 1 punto 1;95.3;228.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;0;L1 T1 pin 1 punto 2;95.8;228.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;0;L3 T1 pin 1 punto 1;94.3;213;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;0;L3 T1 pin 1 punto 2;94.7;212.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;0;L7 T1 pin 2 punto 1;110.8;231.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;0;L7 T1 pin 2 punto 2;111;231.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;0;L7 T1 pin 2 punto 3;111.4;231.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;0;J8 T1 punto 1;116;235.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;0;J8 T1 punto 2;116.2;235.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;0;J8 T1 punto 3;116.4;235.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;0;L8 T1 pin 2 punto 1;121.2;231.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;0;L8 T1 pin 2 punto 2;121.2;231.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;0;L8 T1 pin 2 punto 3;121.7;231.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;0;J7 T1 punto 1;115.9;222.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;0;J7 T1 punto 2;116.2;222.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;0;J7 T1 punto 3;116.5;222.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;0;L5 T1 pin 2 punto 1;120.2;213.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;0;L5 T1 pin 2 punto 2;120.1;213.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;0;L5 T1 pin 2 punto 3;120.5;213.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;0;L1 T1 pin 2 punto 1;112.2;213.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;0;L1 T1 pin 2 punto 2;112.2;213.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;0;L1 T1 pin 2 punto 3;112.6;213.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;0;J6 T1 punto 1;116;210;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;0;J6 T1 punto 2;116.1;209.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;0;J6 T1 punto 3;116.5;209.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;0;L3 T1 pin 2 punto 1;111.2;197.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;0;L3 T1 pin 2 punto 2;111.4;197.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;0;L3 T1 pin 2 punto 3;111.5;197.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;0;J5 T1 punto 1;116.2;197.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;0;J5 T1 punto 2;116.2;196.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;0;J5 T1 punto 3;116.5;196.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;0;L2 T1 pin 2 punto 1;120.9;198;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;0;L2 T1 pin 2 punto 2;121.3;198;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;0;L2 T1 pin 2 punto 3;121.2;197.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;0;L4 T1 pin 1 punto 1;127.7;183.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;0;L4 T1 pin 1 punto 2;127.8;183.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;0;L4 T1 pin 1 punto 3;128;183.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;0;J4 T1 punto 1;116.1;184.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;0;J4 T1 punto 2;116.4;184.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;0;J4 T1 punto 3;116.2;184;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;0;L6 T1 pin 1 punto 1;104.9;183.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;0;L6 T1 pin 1 punto 2;105.1;183.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;0;L6 T1 pin 1 punto 3;105.3;183.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;0;J3 T1 punto 1;116;171.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;0;J3 T1 punto 2;116.3;171.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;0;J3 T1 punto 3;116.2;171.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;0;L6 T1 pin 2 punto 1;104.9;159.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;0;L6 T1 pin 2 punto 2;104.9;159.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;0;L6 T1 pin 2 punto 3;105.3;159.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;0;J2 T1 punto 1;116;159.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;0;J2 T1 punto 2;116.2;158.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;0;J2 T1 punto 3;116.4;159.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;0;L4 T1 pin 2 punto 1;127.5;159.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;0;L4 T1 pin 2 punto 2;127.9;159.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;0;L4 T1 pin 2 punto 3;127.9;159.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;0;J1 T1 punto 1;116;146.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;0;J1 T1 punto 2;116.4;146.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;0;J1 T1 punto 3;116.2;145.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;0;J9 T1 linea 1 Inicio 1 ;102.8;136.5;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;0;J9 T1 linea 1 final 1;120.5;136.4;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;0;J9 T1 linea 2 Inicio 2 ;120.5;136.9;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;0;J9 T1 linea 2 final 2;102.7;136.9;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;0;J9 T1 linea 1 Inicio 3 ;102.8;138.2;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;0;J9 T1 linea 1 final 3;120.4;138.1;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;0;J9 T1 linea 2 Inicio 4 ;120.4;138.7;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;0;J9 T1 linea 2 final 4;102.8;138.7;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;0;L2 T1 pin 1 punto 1;138;215.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;0;L2 T1 pin 1 punto 2;138.3;214.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;0;L2 T1 pin 1 punto 3;138.4;215.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;0;L5 T1 pin 1 punto 1;137;231;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;0;L5 T1 pin 1 punto 2;137.6;230.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;0;L5 T1 pin 1 punto 3;137.4;230.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;0;L8 T1 pin 1 punto 1;138.5;246.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;0;L8 T1 pin 1 punto 2;138.7;246.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;0;L8 T1 pin 1 punto 3;138.8;246.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;0;L7 T2 pin 1 punto 1;143.6;246.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;0;L7 T2 pin 1 punto 2;144;246.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;0;L1 T2 pin 1 punto 1;143.8;246.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;0;L1 T2 pin 1 punto 2;144.8;228.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;0;L3 T2 pin 1 punto 1;145.3;228.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;0;L3 T2 pin 1 punto 2;145.1;228.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;0;L7 T2 pin 2 punto 1;160.6;231.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;0;L7 T2 pin 2 punto 2;160.8;231.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;0;L7 T2 pin 2 punto 3;160.9;231.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;0;J8 T2 punto 1;165.5;235.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;0;J8 T2 punto 2;165.8;235.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;0;J8 T2 punto 3;165.9;234.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;0;L8 T2 pin 2 punto 1;170.6;231.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;0;L8 T2 pin 2 punto 2;171.1;231.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;0;L8 T2 pin 2 punto 3;170.8;231.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;0;J7 T2 punto 1;165.4;222.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;0;J7 T2 punto 2;165.9;222.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;0;J7 T2 punto 3;165.9;222.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;0;L5 T2 pin 2 punto 1;169.7;214;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;0;L5 T2 pin 2 punto 2;170.1;213.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;0;L5 T2 pin 2 punto 3;169.9;213.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;0;L1 T2 pin 2 punto 1;161.7;213.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;0;L1 T2 pin 2 punto 2;162.2;213.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;0;L1 T2 pin 2 punto 3;162;213.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;0;J6 T2 punto 1;165.6;209.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;0;J6 T2 punto 2;166;209.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;0;J6 T2 punto 3;165.9;209.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;0;L3 T2 pin 2 punto 1;170.4;198.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;0;L3 T2 pin 2 punto 2;170.9;198.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;0;L3 T2 pin 2 punto 3;170.5;197.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;0;J5 T2 punto 1;165.5;197.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;0;J5 T2 punto 2;166.1;197.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;0;J5 T2 punto 3;165.7;196.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;0;L2 T2 pin 2 punto 1;160.6;197.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;0;L2 T2 pin 2 punto 2;160.9;197.8;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;0;L2 T2 pin 2 punto 3;160.9;197.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;0;L4 T2 pin 1 punto 1;154.4;183.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;0;L4 T2 pin 1 punto 2;154.9;183.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;0;L4 T2 pin 1 punto 3;154.7;183.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;0;J4 T2 punto 1;165.5;184.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;0;J4 T2 punto 2;166.1;184.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;0;J4 T2 punto 3;165.9;184;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;0;L6 T2 pin 1 punto 1;177.2;183.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;0;L6 T2 pin 1 punto 2;177.6;183.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;0;L6 T2 pin 1 punto 3;177.5;183.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;0;J3 T2 punto 1;165.4;171.7;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;0;J3 T2 punto 2;165.9;171.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;0;J3 T2 punto 3;165.8;171.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;0;L6 T2 pin 2 punto 1;154.3;159.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;0;L6 T2 pin 2 punto 2;154.6;159.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;0;L6 T2 pin 2 punto 3;154.6;159.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;0;J2 T2 punto 1;165.5;159;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;0;J2 T2 punto 2;166;159;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;0;J2 T2 punto 3;165.8;158.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;0;L4 T2 pin 2 punto 1;177;159.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;0;L4 T2 pin 2 punto 2;177.5;159.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;0;L4 T2 pin 2 punto 3;177.2;159.1;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;0;J1 T2 punto 1;165.5;146.2;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;0;J1 T2 punto 2;166;146.4;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;0;J1 T2 punto 3;165.9;145.9;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;0;J9 T2 linea 1 Inicio 1 ;170.6;136.4;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;0;J9 T2 linea 1 final 1;152.1;136.4;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;0;J9 T2 linea 2 Inicio 2 ;152.1;136.8;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;0;J9 T2 linea 2 final 2;170.6;136.9;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;0;J9 T2 linea 1 Inicio 3 ;170.5;138.2;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;0;J9 T2 linea 1 final 3;152.1;138.2;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;0;J9 T2 linea 2 Inicio 4 ;152.1;138.8;100;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;0;J9 T2 linea 2 final 4;170.4;138.8;10;1;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;0;L2 T2 pin 1 punto 1;187.6;213.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;0;L2 T2 pin 1 punto 2;188;213;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;0;L2 T2 pin 1 punto 3;188.3;213.3;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;0;L5 T2 pin 1 punto 1;187.1;228.6;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;0;L5 T2 pin 1 punto 2;186.9;229;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;0;L5 T2 pin 1 punto 3;187.3;229;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;0;L8 T2 pin 1 punto 1;188.1;246.5;100;1;25;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
